model_id,downloads (past month),quantization,num_ops,ops
Xenova/mms-tts-ron,14,fp32,50,"Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Conv, ConvTranspose, CumSum, Div, Equal, Erf, Exp, Expand, Gather, GatherElements, GatherND, Greater, LeakyRelu, Less, MatMul, Mul, Neg, NonZero, Not, Pad, Pow, RandomNormalLike, Range, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, ScatterND, Shape, Sigmoid, Slice, Softmax, Softplus, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/segformer_b2_clothes,14,fp32,22,"Add, Cast, Concat, Constant, Conv, Div, Erf, Gather, MatMul, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/slimsam-50-uniform,14,fp32,41,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, ConvTranspose, Cos, Div, Einsum, Equal, Erf, Expand, Gather, Identity, MatMul, Mod, Mul, Neg, Not, OneHot, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/owlv2-base-patch16-ensemble,14,fp32,38,"Abs, Add, ArgMax, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Einsum, Elu, Equal, Erf, Expand, Flatten, Gather, Greater, Less, Log, MatMul, Mul, Neg, Pow, Range, Reciprocal, ReduceMean, ReduceSum, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/mobilevit-small-variants,14,fp32,19,"Add, Concat, Constant, Conv, Div, Gather, Gemm, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Sigmoid, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
onnx-community/yolov10b,14,fp32,22,"Add, Cast, Concat, Conv, Div, Flatten, GatherElements, MatMul, MaxPool, Mod, Mul, ReduceMax, Reshape, Resize, Sigmoid, Softmax, Split, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/opus-mt-zh-en,14,fp32,27,"Add, Cast, Concat, Constant, ConstantOfShape, Div, Equal, Expand, Gather, If, Less, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/paligemma2-3b-ft-docci-448,14,fp32,27,"Add, Cast, Concat, ConstantOfShape, Conv, Cos, Div, Equal, Expand, Gather, MatMul, Mul, Neg, Pow, ReduceMean, Reshape, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tanh, Transpose, Trilu, Unsqueeze, Where"
onnx-community/turn-detector-ONNX,14,fp32,13,"Cast, Gather, GroupQueryAttention, MatMul, Mul, ReduceSum, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Sub, Transpose"
Xenova/tiny-random-RoFormerForQuestionAnswering,14,fp16,24,"Add, Cast, Concat, Constant, Div, Erf, Gather, Identity, MatMul, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
Xenova/tiny-random-RoFormerForSequenceClassification,14,fp16,23,"Add, Cast, Concat, Constant, Div, Erf, Gather, Gemm, Identity, MatMul, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/t5-v1_1-small,14,fp16,32,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, Div, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, Min, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tanh, Tile, Transpose, Unsqueeze, Where"
Xenova/distilbert-base-nli-mean-tokens,14,fp16,22,"Add, Cast, Concat, Constant, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/indobert-base-p1,14,fp16,19,"Add, Cast, Concat, Constant, Div, Erf, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/mms-lid-126,14,fp16,23,"Add, Cast, Concat, Constant, Conv, Div, Erf, Gather, Gemm, Identity, MatMul, Mul, Pow, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/wav2vec2-large-xlsr-53-english,14,fp16,20,"Add, Cast, Concat, Constant, Conv, Div, Erf, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/opus-mt-hi-en,14,fp16,27,"Add, Cast, Concat, Constant, ConstantOfShape, Div, Equal, Expand, Gather, If, Less, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/yolos-base,14,fp16,27,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/xlm-clm-ende-1024,14,fp16,22,"Add, Cast, Concat, Constant, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/xlm-clm-enfr-1024,14,fp16,22,"Add, Cast, Concat, Constant, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/herbert-large-cased,14,fp16,19,"Add, Cast, Concat, Constant, Div, Erf, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/blenderbot-400M-distill,14,fp16,27,"Add, Cast, Concat, Constant, ConstantOfShape, Div, Equal, Erf, Expand, Gather, If, Less, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/esm2_t6_8M_UR50D,14,fp16,28,"Add, Cast, Concat, Constant, Cos, Div, Einsum, Equal, Erf, Gather, Identity, MatMul, Mul, Neg, Pow, Range, ReduceMean, ReduceSum, Reshape, Shape, Sin, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/chinese-clip-vit-large-patch14,14,fp16,28,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Exp, Expand, Gather, MatMul, Mul, Pow, ReduceMean, ReduceSum, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/mms-tts-ron,14,fp16,50,"Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Conv, ConvTranspose, CumSum, Div, Equal, Erf, Exp, Expand, Gather, GatherElements, GatherND, Greater, LeakyRelu, Less, MatMul, Mul, Neg, NonZero, Not, Pad, Pow, RandomNormalLike, Range, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, ScatterND, Shape, Sigmoid, Slice, Softmax, Softplus, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/segformer_b2_clothes,14,fp16,22,"Add, Cast, Concat, Constant, Conv, Div, Erf, Gather, MatMul, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/slimsam-50-uniform,14,fp16,41,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, ConvTranspose, Cos, Div, Einsum, Equal, Erf, Expand, Gather, Identity, MatMul, Mod, Mul, Neg, Not, OneHot, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/owlv2-base-patch16-ensemble,14,fp16,38,"Abs, Add, ArgMax, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Einsum, Elu, Equal, Erf, Expand, Flatten, Gather, Greater, Less, Log, MatMul, Mul, Neg, Pow, Range, Reciprocal, ReduceMean, ReduceSum, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/mobilevit-small-variants,14,fp16,20,"Add, Cast, Concat, Constant, Conv, Div, Gather, Gemm, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Sigmoid, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
onnx-community/yolov10b,14,fp16,22,"Add, Cast, Concat, Conv, Div, Flatten, GatherElements, MatMul, MaxPool, Mod, Mul, ReduceMax, Reshape, Resize, Sigmoid, Softmax, Split, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/opus-mt-zh-en,14,fp16,27,"Add, Cast, Concat, Constant, ConstantOfShape, Div, Equal, Expand, Gather, If, Less, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/paligemma2-3b-ft-docci-448,14,fp16,27,"Add, Cast, Concat, ConstantOfShape, Conv, Cos, Div, Equal, Expand, Gather, MatMul, Mul, Neg, Pow, ReduceMean, Reshape, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tanh, Transpose, Trilu, Unsqueeze, Where"
onnx-community/turn-detector-ONNX,14,fp16,13,"Cast, Gather, GroupQueryAttention, MatMul, Mul, ReduceSum, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Sub, Transpose"
Xenova/wav2vec2-large-xlsr-53-english,14,bnb4,20,"Add, Concat, Constant, Conv, Div, Erf, Gather, MatMul, MatMulBnb4, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/mobilevit-small-variants,14,bnb4,20,"Add, Concat, Constant, Conv, Div, Gather, Gemm, MatMul, MatMulBnb4, Mul, Pow, ReduceMean, Reshape, Shape, Sigmoid, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
onnx-community/yolov10b,14,bnb4,22,"Add, Cast, Concat, Conv, Div, Flatten, GatherElements, MatMul, MaxPool, Mod, Mul, ReduceMax, Reshape, Resize, Sigmoid, Softmax, Split, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/opus-mt-zh-en,14,bnb4,28,"Add, Cast, Concat, Constant, ConstantOfShape, Div, Equal, Expand, Gather, If, Less, MatMul, MatMulBnb4, Mul, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/paligemma2-3b-ft-docci-448,14,bnb4,28,"Add, Cast, Concat, ConstantOfShape, Conv, Cos, Div, Equal, Expand, Gather, MatMul, MatMulBnb4, Mul, Neg, Pow, ReduceMean, Reshape, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tanh, Transpose, Trilu, Unsqueeze, Where"
onnx-community/turn-detector-ONNX,14,bnb4,14,"Cast, Gather, GroupQueryAttention, MatMul, MatMulBnb4, Mul, ReduceSum, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Sub, Transpose"
Xenova/tiny-random-ErnieMForSequenceClassification,13,uint8,25,"Add, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, Identity, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Softmax, Sqrt, Sub, Tanh, Transpose, Unsqueeze"
onnx-internal-testing/tiny-random-WhisperForConditionalGeneration,13,uint8,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Greater, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Trilu, Unsqueeze, Where"
Xenova/ernie-3.0-medium-zh,13,uint8,24,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, Identity, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/mobileclip_b,13,uint8,34,"Add, ArgMax, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Flatten, Gather, Identity, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Trilu, Unsqueeze, Where"
onnx-community/yolov10s,13,uint8,23,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Flatten, GatherElements, MatMul, MaxPool, Mod, Mul, ReduceMax, Reshape, Resize, Sigmoid, Softmax, Split, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/yolov10l,13,uint8,23,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Flatten, GatherElements, MatMul, MaxPool, Mod, Mul, ReduceMax, Reshape, Resize, Sigmoid, Softmax, Split, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/whisper-small.en_timestamped,13,uint8,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, If, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/Llama-3.2-3B,13,uint8,31,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
onnx-community/Pleias-Pico,13,uint8,15,"Cast, DequantizeLinear, DynamicQuantizeLinear, Gather, GroupQueryAttention, MatMul, MatMulInteger, Mul, ReduceSum, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Sub, Transpose"
onnx-community/ISNet-ONNX,13,uint8,11,"Add, Cast, Concat, ConvInteger, DynamicQuantizeLinear, MaxPool, Mul, Relu, Reshape, Resize, Sigmoid"
onnx-community/deepseek-coder-1.3b-instruct-ONNX,13,uint8,31,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/tiny-random-ErnieMForSequenceClassification,13,quantized,25,"Add, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, Identity, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Softmax, Sqrt, Sub, Tanh, Transpose, Unsqueeze"
onnx-internal-testing/tiny-random-WhisperForConditionalGeneration,13,quantized,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Greater, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Trilu, Unsqueeze, Where"
Xenova/LaMini-T5-738M,13,quantized,35,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, MatMulInteger, Min, Mul, Neg, Pow, Range, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/LaMini-T5-223M,13,quantized,35,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, MatMulInteger, Min, Mul, Neg, Pow, Range, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/codegen-350M-nl,13,quantized,31,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, If, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/bert-base-NER-uncased,13,quantized,22,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/t5-v1_1-base,13,quantized,35,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, MatMulInteger, Min, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tanh, Tile, Transpose, Unsqueeze, Where"
Xenova/bert-base-nli-mean-tokens,13,quantized,22,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,13,quantized,28,"Add, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Not, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/SapBERT-from-PubMedBERT-fulltext,13,quantized,22,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/UMLSBert_ENG,13,quantized,22,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/mms-1b-l1107,13,quantized,23,"Add, Cast, Concat, Constant, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/mms-300m,13,quantized,22,"Add, Cast, Concat, Constant, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/opus-mt-cs-en,13,quantized,30,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, If, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/bge-large-zh-noinstruct,13,quantized,22,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/nb-whisper-base-beta,13,quantized,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, If, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/tamillama_tiny_30m,13,quantized,32,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Identity, If, Less, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/wavlm-base-plus,13,quantized,36,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Expand, Gather, Greater, InstanceNormalization, Less, Log, MatMul, MatMulInteger, Min, Mul, Pow, Range, ReduceMean, ReduceSum, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/xlm-mlm-enfr-1024,13,quantized,25,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/opus-mt-en-cs,13,quantized,30,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, If, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/french-camembert-postag-model,13,quantized,28,"Add, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Not, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/pygmalion-350m,13,quantized,32,"Add, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, If, Less, MatMul, MatMulInteger, Max, Mul, Pow, Range, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/long-t5-tglobal-base,13,quantized,48,"Abs, Add, And, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Einsum, Equal, Expand, Floor, Gather, Greater, GreaterOrEqual, Identity, If, Less, LessOrEqual, Log, MatMul, MatMulInteger, Min, Mod, Mul, Neg, Not, OneHot, Pad, Pow, Range, ReduceMax, ReduceMean, ReduceSum, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tanh, Tile, Transpose, Unsqueeze, Where"
Xenova/long-t5-local-base,13,quantized,38,"Add, And, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Einsum, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, MatMulInteger, Min, Mod, Mul, Neg, Pad, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tanh, Tile, Transpose, Unsqueeze, Where"
Xenova/owlvit-base-patch16,13,quantized,41,"Abs, Add, ArgMax, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Einsum, Elu, Equal, Erf, Expand, Flatten, Gather, Greater, Less, Log, MatMul, MatMulInteger, Mul, Neg, Pow, Range, Reciprocal, ReduceMean, ReduceSum, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/falcon-rw-1b,13,quantized,30,"Add, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/convnext-tiny-224,13,quantized,15,"Add, Cast, Constant, ConvInteger, Div, DynamicQuantizeLinear, Erf, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Sqrt, Sub, Transpose"
Xenova/conv-bert-small,13,quantized,25,"Add, Cast, Concat, Constant, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pad, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/vitmatte-small-composition-1k,13,quantized,34,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Einsum, Erf, Gather, Identity, MatMul, MatMulInteger, Mod, Mul, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
Xenova/phi-1_5_dev,13,quantized,30,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Less, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/texify2,13,quantized,35,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, If, Less, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/owlv2-base-patch16-finetuned,13,quantized,41,"Abs, Add, ArgMax, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Einsum, Elu, Equal, Erf, Expand, Flatten, Gather, Greater, Less, Log, MatMul, MatMulInteger, Mul, Neg, Pow, Range, Reciprocal, ReduceMean, ReduceSum, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/ernie-3.0-medium-zh,13,quantized,24,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, Identity, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/mobileclip_b,13,quantized,34,"Add, ArgMax, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Flatten, Gather, Identity, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Trilu, Unsqueeze, Where"
onnx-community/yolov10s,13,quantized,23,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Flatten, GatherElements, MatMul, MaxPool, Mod, Mul, ReduceMax, Reshape, Resize, Sigmoid, Softmax, Split, Sub, Tile, TopK, Transpose, Unsqueeze"
