model_id,downloads (past month),quantization,num_ops,ops
onnx-community/gliner_multi_pii-v1,2265,quantized,53,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLSTM, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi_pii-v1,2265,q4f16,51,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, MatMulNBits, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi_pii-v1,2265,q4,51,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, MatMulNBits, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi_pii-v1,2265,int8,53,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLSTM, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi_pii-v1,2265,fp32,50,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi_pii-v1,2265,fp16,50,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi_pii-v1,2265,bnb4,51,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, MatMulNBits, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,uint8,27,"Add, Cast, Concat, ConstantOfShape, DequantizeLinear, DynamicQuantizeLinear, Equal, Expand, Gather, Less, MatMulInteger, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,quantized,27,"Add, Cast, Concat, ConstantOfShape, DequantizeLinear, DynamicQuantizeLinear, Equal, Expand, Gather, Less, MatMulInteger, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,q4f16,25,"Add, Cast, Concat, ConstantOfShape, Equal, Expand, Gather, Less, MatMulNBits, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,q4,25,"Add, Cast, Concat, ConstantOfShape, Equal, Expand, Gather, Less, MatMulNBits, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,int8,27,"Add, Cast, Concat, ConstantOfShape, DequantizeLinear, DynamicQuantizeLinear, Equal, Expand, Gather, Less, MatMulInteger, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,fp32,25,"Add, Cast, Concat, ConstantOfShape, Equal, Expand, Gather, Less, MatMul, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,fp16,25,"Add, Cast, Concat, ConstantOfShape, Equal, Expand, Gather, Less, MatMul, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/DeepSeek-R1-Distill-Qwen-1.5B-ONNX,2241,bnb4,25,"Add, Cast, Concat, ConstantOfShape, Equal, Expand, Gather, Less, MatMulBnb4, Mul, MultiHeadAttention, Range, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/vit-gpt2-image-captioning,2195,quantized,32,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/vit-gpt2-image-captioning,2195,fp32,30,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, Gemm, If, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/vit-gpt2-image-captioning,2195,fp16,30,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, Gemm, If, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,uint8,36,"Add, Cast, Concat, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Less, MatMul, MatMulInteger, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,quantized,36,"Add, Cast, Concat, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Less, MatMul, MatMulInteger, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,q4f16,34,"Add, Cast, Concat, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, Less, MatMul, MatMulNBits, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,q4,34,"Add, Cast, Concat, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, Less, MatMul, MatMulNBits, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,int8,36,"Add, Cast, Concat, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Less, MatMul, MatMulInteger, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,fp32,33,"Add, Cast, Concat, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, Less, MatMul, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,fp16,33,"Add, Cast, Concat, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, Less, MatMul, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/ultravox-v0_5-llama-3_2-1b-ONNX,2065,bnb4,34,"Add, Cast, Concat, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, Less, MatMul, MatMulBnb4, Mul, MultiHeadAttention, Pad, Pow, Range, ReduceMean, Reshape, RotaryEmbedding, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Slice, Softmax, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/multilingual-e5-small,2047,quantized,22,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/multilingual-e5-small,2047,fp32,19,"Add, Cast, Concat, Constant, Div, Erf, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/multilingual-e5-small,2047,fp16,19,"Add, Cast, Concat, Constant, Div, Erf, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze"
Xenova/llama2.c-stories15M,2000,uint8,31,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories15M,2000,quantized,37,"Add, Cast, Concat, Constant, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, Identity, If, Less, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories15M,2000,q4f16,29,"Add, Cast, Concat, ConstantOfShape, Cos, Div, Equal, Expand, Gather, Greater, MatMul, MatMulNBits, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories15M,2000,q4,29,"Add, Cast, Concat, ConstantOfShape, Cos, Div, Equal, Expand, Gather, Greater, MatMul, MatMulNBits, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories15M,2000,int8,31,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories15M,2000,fp32,34,"Add, Cast, Concat, Constant, ConstantOfShape, Cos, Div, Equal, Expand, Gather, Greater, Identity, If, Less, MatMul, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories15M,2000,fp16,28,"Add, Cast, Concat, ConstantOfShape, Cos, Div, Equal, Expand, Gather, Greater, MatMul, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories15M,2000,bnb4,29,"Add, Cast, Concat, ConstantOfShape, Cos, Div, Equal, Expand, Gather, Greater, MatMul, MatMulBnb4, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/jina-embeddings-v2-base-zh,1998,quantized,28,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/jina-embeddings-v2-base-zh,1998,fp32,25,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/jina-embeddings-v2-base-zh,1998,fp16,25,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/yolos-tiny,1960,quantized,29,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/yolos-tiny,1960,fp32,27,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/yolos-tiny,1960,fp16,27,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/multi-qa-mpnet-base-dot-v1,1865,quantized,33,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Less, Log, MatMul, MatMulInteger, Min, Mul, Neg, Not, Pow, Range, ReduceMean, Reshape, Shape, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/multi-qa-mpnet-base-dot-v1,1865,fp32,30,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, CumSum, Div, Equal, Erf, Expand, Gather, Less, Log, MatMul, Min, Mul, Neg, Not, Pow, Range, ReduceMean, Reshape, Shape, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/multi-qa-mpnet-base-dot-v1,1865,fp16,30,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, CumSum, Div, Equal, Erf, Expand, Gather, Less, Log, MatMul, Min, Mul, Neg, Not, Pow, Range, ReduceMean, Reshape, Shape, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/whisper-small,1787,quantized,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, If, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/whisper-small,1787,fp32,28,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, If, Less, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
Xenova/whisper-small,1787,fp16,28,"Add, Cast, Concat, Constant, ConstantOfShape, Conv, Div, Equal, Erf, Expand, Gather, If, Less, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,uint8,53,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLSTM, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,quantized,53,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLSTM, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,q4f16,51,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, MatMulNBits, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,q4,51,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, MatMulNBits, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,int8,53,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLSTM, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,fp32,50,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,fp16,50,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/gliner_multi-v2.1,1676,bnb4,51,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, Div, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, LSTM, Less, LessOrEqual, Log, MatMul, MatMulNBits, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
Xenova/distiluse-base-multilingual-cased-v2,1661,quantized,25,"Add, Cast, Concat, Constant, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/distiluse-base-multilingual-cased-v2,1661,fp32,22,"Add, Cast, Concat, Constant, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/distiluse-base-multilingual-cased-v2,1661,fp16,22,"Add, Cast, Concat, Constant, Div, Equal, Erf, Expand, Gather, MatMul, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/gpt2,1652,quantized,28,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/gpt2,1652,fp32,26,"Add, Cast, Concat, Constant, ConstantOfShape, Div, Gather, Gemm, If, MatMul, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/t5-small,1625,quantized,35,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, MatMulInteger, Min, Mul, Neg, Pow, Range, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/t5-small,1625,fp32,32,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, Div, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, Min, Mul, Neg, Pow, Range, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/t5-small,1625,fp16,32,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, Div, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, Min, Mul, Neg, Pow, Range, ReduceMean, Relu, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
Xenova/llama2.c-stories110M,1511,uint8,31,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories110M,1511,quantized,37,"Add, Cast, Concat, Constant, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, Identity, If, Less, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Trilu, Unsqueeze, Where"
Xenova/llama2.c-stories110M,1511,q4f16,29,"Add, Cast, Concat, ConstantOfShape, Cos, Div, Equal, Expand, Gather, Greater, MatMul, MatMulNBits, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
